QZ2kSsdpRRPvWvxKhev0SQ;100;3000;413668;dec/MIPLIB/miplib2010/neos-1109824.0.s.opb;29709660;7407120;1300959744;312.18;3.32;6900287;144186;362647;-;;
ztV9BBHHcIgz38qQrV6UCA;100;3000;459452;dec/MIPLIB/miplib2010/neos-1109824.0.u.opb;26791659;7103693;1217725808;340.30;3.45;6569148;136333;398212;-;;
jvUewfCL1fAnDSvaKx6d0w;10;145.45;84064;dec/MIPLIB/miplib2010/neos-1224597.245.s.opb;523706;24157;3205553;1228.60;777.60;4792;3428;15937;-;;
RIM+AZ0K3mrvugMjVfC2UQ;100;3000;242536;dec/MIPLIB/miplib2010/neos-1224597.245.u.opb;2152606;228546;35871777;1159.17;633.91;40070;16484;171992;-;;
PL2sX0HVRcxBZgc+ctOxSA;100;3000;1144688;dec/MIPLIB/miplib2010/neos-1337307.0.s.opb;8316303;2899074;215165704;1237.68;2.04;2355081;35486;508507;-;;
vDav1w2p5zb1t7We0MVGiA;100;3000;1104156;dec/MIPLIB/miplib2010/neos-1337307.0.u.opb;7663339;2718237;199148998;1241.89;1.96;2237338;35249;445650;-;;
4r8wnqyY2BZNI7IyWjvosQ;10;16.56;27856;dec/MIPLIB/miplib2010/neos-1440225.0.s.opb;105961;25558;4528025;315.60;5.81;17543;5979;2036;-;;
Uif0ZH8EDJLPvyJZV5kPpg;100;3000;162376;dec/MIPLIB/miplib2010/neos-1440225.0.u.opb;2394285;924805;176120740;423.95;3.21;773883;105653;45269;-;;
ZoCx8N4GNt16RQBdTmqL6A;100;3000;87988;dec/MIPLIB/miplib2010/neos-1616732.0.s.opb;786725;684430;11182112;142.91;6.30;436404;232753;15273;-;;
QuR7CBPO-cPNBALt2a7Fqg;100;3000;85360;dec/MIPLIB/miplib2010/neos-1616732.0.u.opb;772157;673997;11328982;141.09;6.25;432548;226499;14950;-;;
TgHsG+yI7Q5gIrmNPMDTEQ;10;0.020000000000000018;7612;dec/MIPLIB/miplib2010/neos-1620770.0.s.opb;347;131;8983;83.73;1.00;131;0;0;-;;
aYIxP+PCJ2JSZl-eFmCiAA;100;3000;179348;dec/MIPLIB/miplib2010/neos-1620770.0.u.opb;3098637;2610451;137918636;278.63;1.00;2609825;552;74;-;;
6+X5xx49jhOwN6YC27olYA;100;3000;245788;dec/MIPLIB/miplib2010/neos-506428.0.s.opb;4694283;2998088;3886998135;208.97;1.17;2966648;4595;26845;-;;
sGWTBwSpmIRXcnd1-77W9Q;100;3000;270300;dec/MIPLIB/miplib2010/neos-506428.0.u.opb;4239704;3295466;3200037931;217.70;1.11;3248046;5307;42113;-;;
SMBnMj1FkTdefHSoTZINiA;100;3000;311544;dec/MIPLIB/miplib2010/neos-555424.15.s.opb;8058880;3020223;219333195;200.81;18.65;1881651;241613;896959;-;;
gbb1AlJUxyAbuTr3kg3INQ;100;3000;311436;dec/MIPLIB/miplib2010/neos-555424.15.u.opb;8081251;3027107;219769390;200.80;18.67;1885858;242437;898812;-;;
zajjgLhPM51nBvctDuh4dA;100;3000;3314036;dec/MIPLIB/miplib2010/neos-631710.0.s.opb;13295957;249623;123140441;13885.10;481.40;122994;63950;62679;-;;
XUWOJ2fRQjxHPXqlU9X2Lw;100;3000;2002304;dec/MIPLIB/miplib2010/neos-631710.0.u.opb;21904015;411563;142644620;7106.14;402.98;211135;111139;89289;-;;
