V4XEko3oNX+UlBxH4jT7Gw;10;2.91;57844;dec/MIPLIB/miplib2/air01.0.s.opb;6794;24698;354776;-;;
dIvL6QAw0pzAa9cyFK6jGg;20;4.67;69992;dec/MIPLIB/miplib2/air01.0.u.opb;11242;81493;686574;-;;
W5M2rHzcN8QLq4ivTrMUOw;10;103.9;563288;dec/MIPLIB/miplib2/air02.0.s.opb;70738;860832;12496587;-;;
zWEkKPspwifRp63zd79UUQ;20;89.15;625028;dec/MIPLIB/miplib2/air02.0.u.opb;72580;894682;12511114;-;;
H9bAApjEL1fFe99mjZYYag;100;3000;723940;dec/MIPLIB/miplib2/air06.0.s.opb;6684265;19837901;524394452;-;;
YHdEr4prKaXYxjbvBdSqDg;100;3000;441676;dec/MIPLIB/miplib2/air06.0.u.opb;6319721;18483684;477145778;-;;
NSTHOTPz0Z1c+BnonFx2DQ;10;0.43999999999999995;42564;dec/MIPLIB/miplib2/bm23.0.s.opb;2038;2144;14237;-;;
E0fyGkfqStr9qyPhRF4EFw;20;0.3999999999999999;42036;dec/MIPLIB/miplib2/bm23.0.u.opb;3370;3557;23497;-;;
fzhNIpEyacPqiPSSxtoPuw;100;3000;296596;dec/MIPLIB/miplib2/cracpb1.0.s.opb;7983942;13133299;95435115;-;;
xynnErGV71tT0bE2KCSEBQ;100;3000;326032;dec/MIPLIB/miplib2/cracpb1.0.u.opb;8897439;14252264;132582703;-;;
+-UDCrqyMbUipKbnME35CA;20;0.3500000000000001;24736;dec/MIPLIB/miplib2/diamond.0.d.opb;2;1;4;-;;
Gp-cWBQnODfYsLnxZ7fHuQ;100;3000;403264;dec/MIPLIB/miplib2/lp4l.0.s.opb;12864000;23898837;266626581;-;;
+fwna8QnGk24WvvMXys2pA;100;3000;371964;dec/MIPLIB/miplib2/lp4l.0.u.opb;12700612;22927453;246050422;-;;
iD2Z5qgNwOeqsu9yjVddRQ;10;5.22;55288;dec/MIPLIB/miplib2/p0040.0.s.opb;69487;79472;362616;-;;
cLeSWeu5zEKrUFEdlw7izw;20;18.21;70264;dec/MIPLIB/miplib2/p0040.0.u.opb;219141;250958;1143143;-;;
oIVq5jp8Z1UGop1JpKsAcA;10;0.53;24964;dec/MIPLIB/miplib2/p0291.0.s.opb;21;39;688;-;;
vdMaybPE0xynwjMv8zroHQ;20;0.42999999999999994;26740;dec/MIPLIB/miplib2/p0291.0.u.opb;102;109;2280;-;;
BNcsiuPXwRa3q84PcNE3BQ;10;9.5;68920;dec/MIPLIB/miplib2/pipex.0.s.opb;76918;81832;751509;-;;
aqyA3mnluoLRB8Hs1tR9jg;20;15.95;71892;dec/MIPLIB/miplib2/pipex.0.u.opb;119493;127224;1139904;-;;
HbWC5CmVjO+GJPpotoip3g;10;1.3900000000000001;42672;dec/MIPLIB/miplib2/sentoy.0.s.opb;3504;3874;35305;-;;
edLr7I2u9+yZSk7pjYtXoA;20;4.41;59452;dec/MIPLIB/miplib2/sentoy.0.u.opb;20558;22201;203223;-;;
CYNkR3gcrBCe7AUzH9jKHg;10;0.3799999999999999;24344;dec/MIPLIB/miplib2/stein15.0.s.opb;0;5;15;-;;
xqfGvUwCW49gMpJfznKSDg;20;0.45999999999999996;28056;dec/MIPLIB/miplib2/stein15.0.u.opb;339;347;1402;-;;
rAjbWjKCQ4xPuF8RzpythA;10;0.1200000000000001;33516;dec/MIPLIB/miplib2/stein9.0.s.opb;0;4;9;-;;
6QPwNtykOVerOA5HhWZGxg;20;0.3500000000000001;22336;dec/MIPLIB/miplib2/stein9.0.u.opb;33;33;123;-;;
IC7eIAGz24bySwL8-0b36A;100;3000;5265736;dec/MIPLIB/miplib2003/cap6000.0.s.opb;2537183;2766666;19099709;-;;
TV2zx0WqpGsrP9r+zYbCFQ;100;3000;5270756;dec/MIPLIB/miplib2003/cap6000.0.u.opb;2514539;2740955;18822878;-;;
mwh+WcLgxPCw7yuOyrXoLQ;10;4.41;117916;dec/MIPLIB/miplib2003/disctom.0.s.opb;6420;129353;768549;-;;
LgDLqnOk1GsmUBMAc8Ii2Q;100;3000;1409356;dec/MIPLIB/miplib2003/disctom.0.u.opb;10155924;270622051;1136974219;-;;
4f3mKGeNiPDKjor9krcswQ;100;3000;512512;dec/MIPLIB/miplib2003/ds.0.s.opb;32476;4706994;16184100;-;;
tw6fFy5TVa3+GeIHZSps-w;100;3000;1106596;dec/MIPLIB/miplib2003/ds.0.u.opb;162355;5422938;63277763;-;;
8fHrXCo+b9e+LvgvI-MJzQ;100;3000;932176;dec/MIPLIB/miplib2003/harp2.0.u.opb;4190285;4326965;48305809;-;;
fRRK1H0X9+0xKoFias11pg;100;3000;11457532;dec/MIPLIB/miplib2003/manna81.3303.s.opb;2595806;2781332;35777337;-;;
Ll0K157Pj+qJpf1YpT850A;100;3000;11319752;dec/MIPLIB/miplib2003/manna81.3303.u.opb;2433508;2636730;28606288;-;;
I0d-uNV0HKJrHqPhoGmeXA;10;91.43;745428;dec/MIPLIB/miplib2003/mzzv11.251.s.opb;134640;238035;105510638;-;;
ZICOqt8q8eB6d7kGf4wwqA;20;341.2;1175540;dec/MIPLIB/miplib2003/mzzv11.251.u.opb;341648;618925;330366362;-;;
Sm3Kf1XNnaaQ0B9OFj7xzw;10;142.23;591380;dec/MIPLIB/miplib2003/mzzv42z.235.s.opb;192649;305778;132864127;-;;
NGifq7wrkNnzRx2mYgzpkw;20;217.11;598816;dec/MIPLIB/miplib2003/mzzv42z.235.u.opb;329616;504989;193473472;-;;
9Gtq-dau0n1Ew3VIbalpsw;100;3000;398904;dec/MIPLIB/miplib2003/protfold.0.s.opb;6637524;7741032;130360313;-;;
JkS-odM+3gkUzl7zUiaZ8g;100;3000;403252;dec/MIPLIB/miplib2003/protfold.0.u.opb;7252489;9268879;179470267;-;;
MLPinE0qsGZO+dVhLkrkAA;100;3000;1761824;dec/MIPLIB/miplib2003/sp97ar.0.s.opb;260143;1842423;364911965;-;;
7Omf2Q6Oo8laaxCM5Gtwfg;100;3000;1886200;dec/MIPLIB/miplib2003/sp97ar.0.u.opb;242780;1478756;367683647;-;;
Q39Z-MF9x8gIGCPqjCU4SA;100;3000;5666012;dec/MIPLIB/miplib2003/stp3d.0.s.opb;467902;1689529;8328387309;-;;
06YqDHcSgtU98fsdMYL-Kw;100;3000;5673576;dec/MIPLIB/miplib2003/stp3d.0.u.opb;1770330;5513017;7177695674;-;;
lzLjWVsOXQnz9rMo1lepPw;10;2.87;217396;dec/MIPLIB/miplib2003/t1717.0.d.opb;0;73767;73885;-;;
Bz+jCyYQeZyFk9cwXYYgsg;10;104.44;383584;dec/MIPLIB/miplib2010/30n20b8.7344.s.opb;317689;680787;28435963;-;;
fgXZX8VM6pRe311wllBfRw;20;124.67;384100;dec/MIPLIB/miplib2010/30n20b8.7344.u.opb;363346;843022;37603386;-;;
Ezdb8T6XbKiZMpBlqEkU+Q;10;5.02;85128;dec/MIPLIB/miplib2010/acc-tight4.0.s.opb;17097;30808;2703854;-;;
MKFm3yic2jXoVLQ09rfC7g;20;0.30000000000000004;3728;dec/MIPLIB/miplib2010/acc-tight4.0.u.opb;0;0;0;-;;
0+ur-KFKT9kzZBTDXJS-RA;10;2.48;69520;dec/MIPLIB/miplib2010/acc-tight5.0.s.opb;5066;12371;719580;-;;
