4OabVoJCOHGvT0dAcFxQZg;100;3000;211892;dec/MIPLIB/miplib2010/iis-pima-cov.0.s.opb;UNKNOWN;0;0;0;0;-;;
3I-s1W83Os-xHNiuFYK6Kw;100;3000;189956;dec/MIPLIB/miplib2010/iis-pima-cov.0.u.opb;UNKNOWN;0;0;0;0;-;;
cXO1FCbNjQrGrB8awreiCQ;137;1062.54;16219928;dec/MIPLIB/miplib2010/ivu06-big.0.d.opb;-;;
tmd9mtOq7+gBiPlSi06RYQ;137;556.59;16239944;dec/MIPLIB/miplib2010/ivu52.0.s.opb;-;;
svP0iv0MFb1n+S+f5QQuWw;137;508.68;16238572;dec/MIPLIB/miplib2010/ivu52.0.u.opb;-;;
-5WAMRDhxFsUWFd3t8C+lQ;20;649.47;4959104;dec/MIPLIB/miplib2010/lectsched-1-obj.482.d.opb;SATISFIABLE;33;1902;994408;342862280;-;;
iACT0ffVTzE2K43RP68YgA;20;662.07;4971864;dec/MIPLIB/miplib2010/lectsched-1.482.s.opb;SATISFIABLE;43;2261;872710;387461547;-;;
3LXKUyj9+HCj2IKX-3iUSw;20;0.040000000000000036;3972;dec/MIPLIB/miplib2010/lectsched-1.482.u.opb;UNSATISFIABLE;0;0;0;0;-;;
i-eQhzk0FMXVuLqrfcPC7Q;20;346.53;2814412;dec/MIPLIB/miplib2010/lectsched-2.369.s.opb;SATISFIABLE;20;1185;457708;139290897;-;;
8qkjQns0AemVQ3QUFVTDdQ;20;0.030000000000000027;4100;dec/MIPLIB/miplib2010/lectsched-2.369.u.opb;UNSATISFIABLE;0;0;0;0;-;;
SJFf5vaUDbd8jAZJBmp5qg;20;574.79;4417900;dec/MIPLIB/miplib2010/lectsched-3.457.s.opb;SATISFIABLE;34;1808;744809;293883703;-;;
+wGZz0+1IFxfHpNCNCcHXg;20;0.030000000000000027;2080;dec/MIPLIB/miplib2010/lectsched-3.457.u.opb;UNSATISFIABLE;0;0;0;0;-;;
yVLbEgv61qUZ2WCuZxrSmw;20;144.37;1250652;dec/MIPLIB/miplib2010/lectsched-4-obj.236.s.opb;SATISFIABLE;10;736;205635;33467015;-;;
oOZA5CCE8Gr1xpWNbZNMlw;20;130.69;1248740;dec/MIPLIB/miplib2010/lectsched-4-obj.236.u.opb;UNSATISFIABLE;8;463;41090;11646987;-;;
77Z5hkZhQkk-Ark0CgT1-g;100;3000;218488;dec/MIPLIB/miplib2010/m100n500k4r1.0.s.opb;UNKNOWN;0;0;0;0;-;;
zrgtj0aKxV6Yi6KMskfY-w;100;3000;212924;dec/MIPLIB/miplib2010/m100n500k4r1.0.u.opb;UNKNOWN;0;0;0;0;-;;
2oiimHq3r9oJkqvDYUtrdw;100;3000;325960;dec/MIPLIB/miplib2010/macrophage.0.s.opb;UNKNOWN;0;0;0;0;-;;
Pkt20bh7QiIj+LL6UfnfbQ;100;3000;313548;dec/MIPLIB/miplib2010/macrophage.0.u.opb;UNKNOWN;0;0;0;0;-;;
CiyK1Ew8+giNCtX5xVXQmg;20;0.1200000000000001;6384;dec/MIPLIB/miplib2010/methanosarcina.0.d.opb;SATISFIABLE;1;0;1;0;-;;
G4sOMyh5w+nCcrS4XvIhLw;100;3000;1601020;dec/MIPLIB/miplib2010/mine-166-5.0.s.opb;UNKNOWN;0;0;0;0;-;;
7Wzbazxt1t+v67GiYmY9Iw;100;3000;1600872;dec/MIPLIB/miplib2010/mine-166-5.0.u.opb;UNKNOWN;0;0;0;0;-;;
