Aq768GSZyGSEGskPNfjlBQ;10;3.3899999999999997;121704;dec/MIPLIB/miplib2/air01.0.s.opb;61;5114;10213;-;;
F0Bl+bylw4mhvpxMCUVQXg;20;7.619999999999999;142032;dec/MIPLIB/miplib2/air01.0.u.opb;112;5474;13054;-;;
--oOHK0Mc-G94KD8DgE9Rw;10;140.94;508256;dec/MIPLIB/miplib2/air02.0.s.opb;124;17035;67515;-;;
U7jtb-CqgOVhg-8g-NoX4g;20;1396.09;878980;dec/MIPLIB/miplib2/air02.0.u.opb;273;26969;141793;-;;
Dpktc4ij031ejAiHSbSQxQ;100;3000;7659092;dec/MIPLIB/miplib2/air06.0.s.opb;3915;168274;1876819;-;;
w1axhUPhtkmpWyvDDYrfYg;100;3000;7492768;dec/MIPLIB/miplib2/air06.0.u.opb;4073;182586;2060021;-;;
gbIAUvTnCRz0yrr0uOMsww;10;1.3399999999999999;39428;dec/MIPLIB/miplib2/bm23.0.s.opb;274;395;2339;-;;
5BtWWahvpdtcbC6WNvxObw;20;0.8600000000000001;79172;dec/MIPLIB/miplib2/bm23.0.u.opb;209;311;1819;-;;
7oapaqcQA5xReVBF7-KbAw;100;3000;1924140;dec/MIPLIB/miplib2/cracpb1.0.s.opb;1001;11794;62650;-;;
sC3-Fu29WXAJN6g0VYCVoQ;100;3000;3390000;dec/MIPLIB/miplib2/cracpb1.0.u.opb;1621;8910;71809;-;;
PJLRdDjY8gbQgk1yDEzwJg;20;0.020000000000000018;31272;dec/MIPLIB/miplib2/diamond.0.d.opb;2;1;4;-;;
X-D7FzFR6swpvySLzDHTyQ;100;3000;6497496;dec/MIPLIB/miplib2/lp4l.0.s.opb;730;14375;83183;-;;
uvjgK06kTTZXrEkk-YfnCg;100;3000;3395900;dec/MIPLIB/miplib2/lp4l.0.u.opb;690;13219;85167;-;;
VJtxzH+fwhsXCy-teZ8DrQ;10;0.3500000000000001;24184;dec/MIPLIB/miplib2/p0040.0.s.opb;14;45;173;-;;
I763uIBou406U9yWAlwV7A;20;0.5700000000000001;30584;dec/MIPLIB/miplib2/p0040.0.u.opb;36;74;506;-;;
2pAhboKPHw-sywDl0G8FWQ;10;1.52;76324;dec/MIPLIB/miplib2/p0291.0.s.opb;30;117;1111;-;;
VwJvI1bKKjH8HK1wuKEsYw;20;1.1;62120;dec/MIPLIB/miplib2/p0291.0.u.opb;23;81;840;-;;
6+fYly2t3CxvpLNJRJKInw;10;1.35;42800;dec/MIPLIB/miplib2/pipex.0.s.opb;344;450;4680;-;;
IOR9vmhhsKrgmr1GA2Hd9Q;20;1.7200000000000002;56916;dec/MIPLIB/miplib2/pipex.0.u.opb;398;536;5092;-;;
FP93VYrFZB6i2NEQN5Igsg;10;4.95;132688;dec/MIPLIB/miplib2/sentoy.0.s.opb;246;1870;5176;-;;
jJTs9bvP73Btt1tWexB8Cg;20;7.4399999999999995;210904;dec/MIPLIB/miplib2/sentoy.0.u.opb;389;2277;6465;-;;
8tCvYY5w-BqZxdUFySSKHA;10;0.25;35468;dec/MIPLIB/miplib2/stein15.0.s.opb;0;5;15;-;;
8VSAVYS2AblAlR+BpziFGA;20;0.6000000000000001;32400;dec/MIPLIB/miplib2/stein15.0.u.opb;112;114;586;-;;
vSnnq+PEtYKEXvvdpHtF9w;10;0.020000000000000018;31028;dec/MIPLIB/miplib2/stein9.0.s.opb;0;4;9;-;;
Z2ycxXGjeWDWy3UyyXe3Xg;20;0.3999999999999999;31728;dec/MIPLIB/miplib2/stein9.0.u.opb;14;14;61;-;;
uYRrEFNS3GKOej-+9b7jAA;137;2161.41;16184176;dec/MIPLIB/miplib2003/cap6000.0.s.opb;-;;
VLFVMFR9sYyADa5+9ZriEQ;137;2113.84;16064616;dec/MIPLIB/miplib2003/cap6000.0.u.opb;-;;
wAibNMyuYqGQXLu4XAIIKQ;100;3000;6060272;dec/MIPLIB/miplib2003/disctom.0.s.opb;2898;190817;639876;-;;
nxGDIattiZIjQxkAYVXuYA;100;3000;7167800;dec/MIPLIB/miplib2003/disctom.0.u.opb;3045;208995;690289;-;;
xAmYWJJW+STC+m24iv3Gbw;100;3000;1318360;dec/MIPLIB/miplib2003/ds.0.s.opb;16;72956;86595;-;;
LEAz-8Kte6uFwWqcopCodg;100;3000;1995868;dec/MIPLIB/miplib2003/ds.0.u.opb;30;73476;96000;-;;
qPeHtJOq3yyN5pPDvsMqOQ;100;3000;7556572;dec/MIPLIB/miplib2003/harp2.0.u.opb;548;6106;73591;-;;
UcHrOPXS++L+ACh2Wf+wpA;100;3000;4435324;dec/MIPLIB/miplib2003/manna81.3303.s.opb;6051;725863;4738155;-;;
YoBl841en1KjRzGyfvOcJA;100;3000;1947672;dec/MIPLIB/miplib2003/manna81.3303.u.opb;3470;535179;3909679;-;;
KUbjrnvRev7zI6-39HuKgA;100;3000;4133388;dec/MIPLIB/miplib2003/mzzv11.251.s.opb;4354;149780;3946828;-;;
dFoGJ0RDFsM-FICK1tuBZg;100;3000;4868076;dec/MIPLIB/miplib2003/mzzv11.251.u.opb;5238;249493;5142921;-;;
Q0-cT7Zrjbn5ySSFaGRx2w;100;3000;4246684;dec/MIPLIB/miplib2003/mzzv42z.235.s.opb;4408;198936;4511187;-;;
m+QRjLyGGL9VPETpfaQQMQ;100;3000;4932672;dec/MIPLIB/miplib2003/mzzv42z.235.u.opb;4067;237256;3677303;-;;
cBed12VYOfNbGa65X79WJg;100;3000;6435664;dec/MIPLIB/miplib2003/protfold.0.s.opb;13497;57057;1202635;-;;
aHRAVkEfoBe7-A1bLDSO0Q;100;3000;7304560;dec/MIPLIB/miplib2003/protfold.0.u.opb;6844;32924;650273;-;;
hfVEi8kkM6moybZTL9JvsA;100;3000;3959892;dec/MIPLIB/miplib2003/sp97ar.0.s.opb;511;150608;2270721;-;;
Uuk7gJD8+WyXT5DUloJ+Fg;100;3000;3615360;dec/MIPLIB/miplib2003/sp97ar.0.u.opb;346;116756;1273618;-;;
+O0riBYs8pkZI-WMibEjtA;100;3000;7161968;dec/MIPLIB/miplib2003/stp3d.0.s.opb;9761;1410393;20571725;-;;
J+n71rkIiyKrh8Ef-2PDUQ;100;3000;7572172;dec/MIPLIB/miplib2003/stp3d.0.u.opb;9769;1411298;20586132;-;;
jcu-TcLIVrVlRn7kDBJwxQ;10;3.6900000000000004;212672;dec/MIPLIB/miplib2003/t1717.0.d.opb;0;73767;73885;-;;
Hg0ZVHJsjhRWYhjeDZo+cQ;100;3000;7196024;dec/MIPLIB/miplib2010/30n20b8.7344.s.opb;7598;485775;5234253;-;;
OAXZEhzq8YUVRiwZNRXpxg;100;3000;6933436;dec/MIPLIB/miplib2010/30n20b8.7344.u.opb;8419;454007;5620861;-;;
EEvogWHeLd+RFyXA938SKg;10;7.57;336336;dec/MIPLIB/miplib2010/acc-tight4.0.s.opb;1478;4338;153112;-;;
+XPPH9VOC7Pa4naVL0-NqQ;20;0.3600000000000001;29512;dec/MIPLIB/miplib2010/acc-tight4.0.u.opb;0;0;0;-;;
hcuczhb2f9enwGyrkwo8wQ;10;8.77;216592;dec/MIPLIB/miplib2010/acc-tight5.0.s.opb;1159;3186;144086;-;;
0cUoWUaczHLQifXBTzeVOQ;20;0.020000000000000018;23856;dec/MIPLIB/miplib2010/acc-tight5.0.u.opb;0;0;0;-;;
tx2xQH6MQoaxUiKKeKyC1g;10;18.67;892476;dec/MIPLIB/miplib2010/acc-tight6.0.s.opb;2437;6284;313873;-;;
cRj4gIaqPRH+dyX2VV9-fg;20;0.33000000000000007;24404;dec/MIPLIB/miplib2010/acc-tight6.0.u.opb;0;0;0;-;;
5Lfq2COgwTbgo+P0-+fjAg;20;2.58;181888;dec/MIPLIB/miplib2010/ash608gpia-3col.0.d.opb;19;25;3309;-;;
EiAagCH+qjss6jiswDt5xA;100;3000;7282376;dec/MIPLIB/miplib2010/bab1.0.d.opb;24103;186065;2414533;-;;
bP9Ep871bGAEkpBFdwvkXA;100;3000;4609004;dec/MIPLIB/miplib2010/bab3.0.d.opb;35;68423;262287;-;;
StfmicY3FPjPsS+UPvRkqA;100;3000;6541048;dec/MIPLIB/miplib2010/bab5.0.s.opb;3914;133656;1441334;-;;
8HQfeK8N22upfGQ4KOd-iA;100;3000;6758980;dec/MIPLIB/miplib2010/bab5.0.u.opb;3914;133655;1441339;-;;
2FMAgmeLnjeaovHTo6E+mQ;10;15.55;1481064;dec/MIPLIB/miplib2010/bley_xl1.0.s.opb;417;6095;165976;-;;
1sUm52MilfyI70VwEuhZBQ;20;20.61;1469752;dec/MIPLIB/miplib2010/bley_xl1.0.u.opb;728;7272;313222;-;;
zWLzk8lqwscDaRNM9W3TQQ;10;36.63;913888;dec/MIPLIB/miplib2010/bnatt350.0.s.opb;3743;6750;1219238;-;;
