0;20;1.13 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height10_pigeons9_holes8.opb;
0;20;2.94 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height11_pigeons10_holes9.opb;
0;20;2.54 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height12_pigeons11_holes10.opb;
0;20;5.14 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height13_pigeons12_holes11.opb;
0;20;8.82 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height14_pigeons13_holes12.opb;
0;20;12.68 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height15_pigeons14_holes13.opb;
0;20;17.98 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height16_pigeons15_holes14.opb;
0;20;34.32 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height17_pigeons16_holes15.opb;
0;20;52.93 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height18_pigeons17_holes16.opb;
0;20;70.72 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height19_pigeons18_holes17.opb;
0;20;158.01 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height20_pigeons19_holes18.opb;
0;20;372.54 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height21_pigeons20_holes19.opb;
0;20;159.67 ;1;dec/combinatorial/pb_eval/comppebphp/composed_pebbling_php_pyramid/composed_pebbling_php_pyramid_height22_pigeons21_holes20.opb;
