RftjnIw7QiiJOS4wq0yLaw;0;0.26;23768;dec/MIPLIB/miplib2/air01.0.s.opb;1;0;0;1;47;1;0;0.000000e+00;optimal;;
PGTGEKDncBsJ4sfbsQt8ZQ;0;0.45999999999999996;23844;dec/MIPLIB/miplib2/air01.0.u.opb;1;0;0;4;64;0;-;--;infeasible;;
lhuEqDyefTt1psFc0i5oCQ;0;0.020000000000000018;70864;dec/MIPLIB/miplib2/air02.0.s.opb;1;0;0;4;186;1;0;0.000000e+00;optimal;;
VLtmxbaPqWQWP1CcS5fq9A;0;0.1299999999999999;69924;dec/MIPLIB/miplib2/air02.0.u.opb;1;0;0;4;174;0;-;--;infeasible;;
jEEMv+ccB+vM6alWIt--Pg;0;8.99;140004;dec/MIPLIB/miplib2/air06.0.s.opb;1;0;0;1;12379;1;0;0.000000e+00;optimal;;
n1V1oay2VCyHUoB-H-LtOw;0;14.26;149900;dec/MIPLIB/miplib2/air06.0.u.opb;1;0;0;8;15649;0;-;--;infeasible;;
+lUzu1wPbJYp8xH9wXoUlQ;0;0.09000000000000008;8960;dec/MIPLIB/miplib2/bm23.0.s.opb;8;1;0;24;98;1;0;0.000000e+00;optimal;;
dcyBzmBtXs263jQh4VOgdg;0;0.17999999999999994;5700;dec/MIPLIB/miplib2/bm23.0.u.opb;53;1;0;72;293;0;-;--;infeasible;;
AP-RdQ7r4uh0YE7nd7+qpA;0;0.07000000000000006;18576;dec/MIPLIB/miplib2/cracpb1.0.s.opb;1;0;0;1;537;1;0;0.000000e+00;optimal;;
RMsmvC3KU+Mwp7EkDoN84g;0;0.1200000000000001;18812;dec/MIPLIB/miplib2/cracpb1.0.u.opb;1;0;0;1;537;0;-;--;infeasible;;
UTkVA8JtYXSrm7muqzQECw;0;0.07000000000000006;8996;dec/MIPLIB/miplib2/diamond.0.d.opb;0;0;0;0;0;0;-;--;infeasible;;
VmFkdINW8O4gzJoSUAmwJw;0;0.5900000000000001;37456;dec/MIPLIB/miplib2/lp4l.0.s.opb;1;0;0;5;1127;1;0;0.000000e+00;optimal;;
mBhDiwduCKSp8VejDwSuPA;0;0.75;33248;dec/MIPLIB/miplib2/lp4l.0.u.opb;1;0;0;6;1227;0;-;--;infeasible;;
qiDTjHcUpyTCsNIaSqfoHg;0;0.07000000000000006;8776;dec/MIPLIB/miplib2/p0040.0.s.opb;1;0;0;1;29;1;0;0.000000e+00;optimal;;
BZJJVBQQ1Qx7eRxBdeeZZw;0;0.040000000000000036;3956;dec/MIPLIB/miplib2/p0040.0.u.opb;1;0;0;1;29;0;-;--;infeasible;;
1IQR1jFb7iFzFg660ywFXA;0;0.030000000000000027;16104;dec/MIPLIB/miplib2/p0291.0.s.opb;1;1;0;16;89;1;0;0.000000e+00;optimal;;
v6hwHgwDRMyNK1B7mGdTzg;0;0.09000000000000008;4860;dec/MIPLIB/miplib2/p0291.0.u.opb;1;1;0;22;119;0;-;--;infeasible;;
oU5JqapiNepmr+J0neZZkg;0;0.10000000000000009;18204;dec/MIPLIB/miplib2/pipex.0.s.opb;1;3;0;40;372;1;0;0.000000e+00;optimal;;
il+Uw8UPLbEcUdbGykeb1w;0;0.1200000000000001;19248;dec/MIPLIB/miplib2/pipex.0.u.opb;1;1;0;44;419;0;-;--;infeasible;;
CnwCmwxqCsaMhWbR3fkQIA;0;0.54;21660;dec/MIPLIB/miplib2/sentoy.0.s.opb;4;2;0;50;242;1;0;0.000000e+00;optimal;;
D1pO8CCLzPi7O+7r7vl25w;0;0.10000000000000009;20612;dec/MIPLIB/miplib2/sentoy.0.u.opb;56;2;0;100;411;0;-;--;infeasible;;
zB75WQrEZ0tRRviPV28K7Q;0;0.030000000000000027;4924;dec/MIPLIB/miplib2/stein15.0.s.opb;1;0;0;0;0;1;0;0.000000e+00;optimal;;
NoXZOTlWu8rxETkyYDHchA;0;0.07000000000000006;4640;dec/MIPLIB/miplib2/stein15.0.u.opb;78;1;0;88;323;0;-;--;infeasible;;
KNAaNib29TF4OIoUK94jRg;0;0.020000000000000018;2108;dec/MIPLIB/miplib2/stein9.0.s.opb;1;0;0;0;0;1;0;0.000000e+00;optimal;;
bc2clOUcMrjRANkac51zVA;0;0.030000000000000027;5424;dec/MIPLIB/miplib2/stein9.0.u.opb;1;0;0;13;52;0;-;--;infeasible;;
QNRAQZG5g9bLZOneZ7k7TA;0;85.56;136144;dec/MIPLIB/miplib2003/cap6000.0.s.opb;4817;105;0;6596;36206;0;-;--;infeasible;;
oxQlsu1Sk9E1Efn7cmU1FQ;0;87.63;130764;dec/MIPLIB/miplib2003/cap6000.0.u.opb;4349;82;0;6381;40691;0;-;--;infeasible;;
rvjHP9uHCsulAOy5eQZU8A;0;17.27;117172;dec/MIPLIB/miplib2003/disctom.0.s.opb;1;0;0;1;20188;1;0;0.000000e+00;optimal;;
iBBLu4m7goysaIuuTM+kCA;0;0.3700000000000001;99536;dec/MIPLIB/miplib2003/disctom.0.u.opb;0;0;0;0;0;0;-;--;infeasible;;
j7up4jJju+bJ0NSqO--iDg;100;3000;1101804;dec/MIPLIB/miplib2003/ds.0.s.opb;7;1;0;17;111396;0;-;--;user;;
UXsBqlzFgrFzUvojgHvtKw;100;3000;1086060;dec/MIPLIB/miplib2003/ds.0.u.opb;8;1;0;18;265534;0;-;--;user;;
48aFlkovVSLi8BEc1MOuMQ;100;3000;175472;dec/MIPLIB/miplib2003/harp2.0.u.opb;757218;25856;0;723006;20097191;0;-;--;user;;
9sQtY4r7rfRfu45ini9lhA;0;295.46;932844;dec/MIPLIB/miplib2003/manna81.3303.s.opb;1;1;0;16;28888;1;0;0.000000e+00;optimal;;
tTlmqT9ia85TDgptNq2hZQ;0;344.65;872036;dec/MIPLIB/miplib2003/manna81.3303.u.opb;1;1;0;23;35092;0;-;--;infeasible;;
LXI5znRN7Nae93rA+oHfaQ;0;2662.51;848212;dec/MIPLIB/miplib2003/mzzv11.251.s.opb;818;56;0;929;1344609;1;0;0.000000e+00;optimal;;
T8YE2W3GqvqVz56sTS+q8g;100;3000;838320;dec/MIPLIB/miplib2003/mzzv11.251.u.opb;235;18;0;306;1310758;0;-;--;user;;
NJ3TntUQA9C5aZf-tTZKag;100;3000;548316;dec/MIPLIB/miplib2003/mzzv42z.235.s.opb;321;31;0;431;1281806;0;-;--;user;;
Z54gkPr6yYCztLktoBR8xQ;100;3000;530016;dec/MIPLIB/miplib2003/mzzv42z.235.u.opb;413;32;0;524;1259317;0;-;--;user;;
U+YUbYjEmGTR04-053f4KQ;100;3000;103112;dec/MIPLIB/miplib2003/protfold.0.s.opb;23615;223;0;25217;8377920;0;-;--;user;;
VWm-fXlogzUGrWG-fT6TAw;100;3000;101264;dec/MIPLIB/miplib2003/protfold.0.u.opb;17940;112;0;20450;7695160;0;-;--;user;;
30D7ttBDB2r9189b+ewzTA;100;3000;368208;dec/MIPLIB/miplib2003/sp97ar.0.s.opb;2181;112;0;2661;1720017;0;-;--;user;;
lTJsmKcrBymbKtfu27o8IQ;100;3000;398540;dec/MIPLIB/miplib2003/sp97ar.0.u.opb;1905;113;0;2260;1465887;0;-;--;user;;
7gqlz9Af1Os2tbLIV04Z5w;100;3000;1169772;dec/MIPLIB/miplib2003/stp3d.0.s.opb;-;--;;;
scL4iKEPKgg8mvs1n8XHAg;100;3000;1168632;dec/MIPLIB/miplib2003/stp3d.0.u.opb;-;--;;;
0IaWa-Tf0sFPtztsq3rw4Q;0;3.5599999999999996;348644;dec/MIPLIB/miplib2003/t1717.0.d.opb;1;0;0;0;0;1;0;0.000000e+00;optimal;;
ZY6xe2OcnuZVomv0vMJsoQ;0;306.0;389992;dec/MIPLIB/miplib2010/30n20b8.7344.s.opb;2678;124;0;2429;114888;1;0;0.000000e+00;optimal;;
7akPezLwb6achCchkuPomg;0;528.32;472188;dec/MIPLIB/miplib2010/30n20b8.7344.u.opb;5670;297;0;5072;353465;0;-;--;infeasible;;
ebzuxdHaqO0-vAwqQ4Bd1Q;0;426.33;73172;dec/MIPLIB/miplib2010/acc-tight4.0.s.opb;247;11;0;280;284233;1;0;0.000000e+00;optimal;;
2PIE3y6d5NSE7tPo3IupQA;0;0.020000000000000018;22468;dec/MIPLIB/miplib2010/acc-tight4.0.u.opb;0;0;0;0;0;0;-;--;infeasible;;
uYnhGkk86D+l6tGgvyGanQ;0;441.06;253912;dec/MIPLIB/miplib2010/acc-tight5.0.s.opb;1881;91;0;2114;908331;1;0;0.000000e+00;optimal;;
AdOjrpga765qAUaPDxRzJw;0;0.010000000000000009;4656;dec/MIPLIB/miplib2010/acc-tight5.0.u.opb;0;0;0;0;0;0;-;--;infeasible;;
Xbx9qkWiEFNSNm9nhK7ZsQ;0;100.0;198480;dec/MIPLIB/miplib2010/acc-tight6.0.s.opb;189;5;0;230;99316;1;0;0.000000e+00;optimal;;
W-CZfq+n1jmJbFSMa+tr3g;0;0.040000000000000036;4004;dec/MIPLIB/miplib2010/acc-tight6.0.u.opb;0;0;0;0;0;0;-;--;infeasible;;
SO6DBiiJJmTcDOmNL9CgZg;0;119.2;155564;dec/MIPLIB/miplib2010/ash608gpia-3col.0.d.opb;31;2;0;34;31949;0;-;--;infeasible;;
DCx42rVEDbIPbhHcdKB36g;0;22.5;365972;dec/MIPLIB/miplib2010/bab1.0.d.opb;19;2;0;34;2362;1;0;0.000000e+00;optimal;;
cwmRiwz51QuG8AqtLh50qg;100;3000;3741836;dec/MIPLIB/miplib2010/bab3.0.d.opb;1;0;0;4;92683;0;-;--;user;;
B7lpAnv1Atd5psBvNqG6iw;100;3000;501344;dec/MIPLIB/miplib2010/bab5.0.s.opb;798;97;0;1054;1188504;0;-;--;user;;
u3OJ5RYl7wJWDwSA1ZwavA;100;3000;485248;dec/MIPLIB/miplib2010/bab5.0.u.opb;695;57;0;838;1187518;0;-;--;user;;
HIWdT87uqQ1c6+qI7t7tAw;0;406.56;577520;dec/MIPLIB/miplib2010/bley_xl1.0.s.opb;2;1;0;20;11897;1;0;0.000000e+00;optimal;;
